// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.


// Yuno (5.0)
1364,G_ASSULTER,风灵龟,风灵龟,98,7798,1,0,0,2,225,292,83,49,100,86,30,20,82,15,10,12,1,6,44,0x3795,155,1000,900,432,0,0,0,0,0,0,0,1019,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,APOCALIPS,阿修罗机械战士,阿修罗机械战士,121,22090,1,3042,2282,2,752,868,136,26,130,53,76,25,89,15,10,12,2,0,60,0x91,400,1840,1440,384,0,0,0,0,0,0,0,7095,5335,7094,2400,7093,2200,985,5,13161,1,2506,20,12735,100,0,0,0,0,4242,1
1366,LAVA_GOLEM,熔岩巨石,熔岩巨石,103,8452,1,2232,1674,1,598,651,299,27,126,42,103,28,77,15,10,12,2,0,83,0x3095,400,2190,2040,336,0,0,0,0,0,0,0,7096,4559,7097,3686,2317,1,2316,2,509,2500,1818,20,6245,500,0,0,0,0,4184,1
1367,BLAZZER,火焰妖,火焰妖,101,8121,1,1827,1371,2,461,555,116,60,99,75,55,70,60,65,10,12,1,6,43,0x3395,180,1732,1332,540,0,0,0,0,0,0,0,7097,4850,7098,3400,509,3000,0,0,0,0,0,0,0,0,0,0,0,0,4215,1
1368,GEOGRAPHER,邪恶向日葵,邪恶向日葵,73,3866,1,898,1010,3,281,363,158,42,81,26,35,56,60,60,10,12,1,3,62,0x84,2000,1308,1008,480,0,0,0,0,0,0,0,1032,6200,1033,5500,2253,30,2207,50,12002,100,0,0,0,0,0,0,0,0,4280,1
1369,GRAND_PECO,七彩大嘴鸟,七彩大嘴鸟,75,3150,1,887,998,2,316,372,95,30,63,45,50,23,51,25,10,12,2,2,43,0x1089,165,1460,960,432,0,0,0,0,0,0,0,7101,4850,522,300,992,1000,969,1,0,0,0,0,582,500,0,0,0,0,4161,1
1370,SUCCUBUS,恶魔女仆,恶魔女仆,119,24960,1,3924,3489,2,670,864,76,48,100,64,45,80,82,85,10,12,1,6,67,0x3795,155,1306,1056,288,0,0,0,0,0,0,0,522,1500,2407,3,12373,1,2613,250,5066,1,1472,1,505,1000,0,0,0,0,4218,1
1371,FAKE_ANGEL,伪天使,伪天使,105,10988,1,2100,1570,2,505,640,106,84,112,67,43,81,68,80,10,12,0,8,66,0x3885,160,920,720,336,0,0,0,0,0,0,0,0,0,0,0,717,1000,715,1000,716,1000,12020,1000,1974,20,0,0,0,0,4316,1
1372,GOAT,魔羌,魔羌,80,3980,1,1065,1197,1,387,447,95,43,61,40,48,40,65,31,10,12,1,2,63,0x1089,165,1380,1080,336,0,0,0,0,0,0,0,7106,4559,7107,2500,713,5000,507,500,510,1000,508,2500,511,5500,0,0,0,0,4150,1
1373,LORD_OF_DEATH,死灵骑士,死灵骑士,94,603883,1,437121,345252,3,4116,5078,336,73,140,99,30,109,100,90,10,12,2,6,67,0x37B5,180,1446,1296,360,218560,607,5500,732,5000,617,5000,7108,5335,1417,5,1230,10,2621,2,7109,10,1306,1,1529,2,0,0,0,0,4276,0
1374,INCUBUS,恶魔侍者,恶魔侍者,120,28000,1,3928,3646,2,683,858,72,46,120,56,52,75,99,70,10,12,1,6,67,0x3795,165,850,600,336,0,0,0,0,0,0,0,522,1500,509,5500,5072,1,2621,1,2610,500,2613,150,509,2200,0,0,0,0,4269,1
1375,THE_PAPER,纸妖,纸妖,97,8500,1,1530,1148,1,280,390,32,39,77,49,30,5,61,5,10,12,1,0,60,0x3885,350,720,864,504,0,0,0,0,0,0,0,7111,4947,7112,3200,508,1800,511,2000,13009,5,0,0,0,0,0,0,0,0,4172,1
1376,HARPY,鸟人哈比,鸟人哈比,83,4423,1,1201,1349,1,282,323,69,44,71,39,50,31,96,12,10,12,1,6,64,0x3985,155,972,672,470,0,0,0,0,0,0,0,7115,4850,7116,2500,508,1500,508,800,709,20,1820,20,0,0,0,0,0,0,4325,1
1377,ELDER,邪灵魔导士,邪灵魔导士,92,7341,1,1377,2898,3,276,678,72,41,67,63,35,99,88,61,10,12,2,7,80,0x3885,165,1552,1152,336,0,0,0,0,0,0,0,7099,4000,7117,1500,7939,1000,1564,10,1473,1,616,1,7027,3000,0,0,0,0,4251,1
1378,DEMON_PUNGUS,天邪鬼,天邪鬼,91,6466,1,1350,1520,1,428,493,80,52,63,61,30,38,79,43,10,12,0,6,65,0x3985,170,1260,960,672,0,0,0,0,0,0,0,7119,4074,7001,4559,715,3880,1061,5000,0,0,0,0,0,0,0,0,0,0,4173,1
1379,NIGHTMARE_TERROR,七彩梦魇,七彩梦魇,107,13289,1,2443,1832,1,629,755,78,37,118,53,55,63,88,43,10,12,2,6,67,0x3985,165,1216,816,432,0,0,0,0,0,0,0,7120,4947,2626,1,2608,30,505,50,510,150,695,100,1261,1,0,0,0,0,4166,1
1380,DRILLER,爆钻伞蜥,爆钻伞蜥,65,2719,1,594,669,1,181,212,96,18,62,50,25,15,48,5,10,12,1,2,22,0x3885,165,1300,900,336,0,0,0,0,0,0,0,1012,7500,715,3880,716,3500,0,0,0,0,0,0,0,0,0,0,0,0,4180,1
1381,GRIZZLY,暴焰野熊,暴焰野熊,66,2241,1,731,822,1,254,267,109,2,60,26,44,3,78,15,10,12,2,2,63,0x3885,165,1492,1092,192,0,0,0,0,0,0,0,948,5000,919,5000,549,2500,2353,10,0,0,0,0,0,0,0,0,0,0,4162,1
1382,DIABOLIC,赤焰小恶魔,赤焰小恶魔,104,10572,1,2172,1629,1,544,644,68,61,103,80,53,65,78,25,10,12,0,6,47,0x3985,150,1080,780,180,0,0,0,0,0,0,0,1038,5820,1039,4850,2605,3,984,20,1263,10,0,0,0,0,0,0,0,0,4182,1
1383,EXPLOSION,爆炎蝙蝠,爆炎蝙蝠,100,7813,1,1900,1425,1,481,591,112,50,91,51,63,50,65,60,10,12,0,2,63,0x3885,165,1260,960,336,0,0,0,0,0,0,0,7006,5500,7097,2200,7122,3200,756,800,522,400,0,0,0,0,0,0,0,0,4267,1
1384,DELETER,七彩飞龙,七彩飞龙,105,10000,1,2099,1574,1,502,581,111,53,105,55,53,68,67,73,10,12,1,9,43,0x308D,175,1020,720,384,0,0,0,0,0,0,0,7123,4074,1035,5335,1037,3880,1036,3589,0,0,0,0,0,0,0,0,0,0,4158,1
1385,DELETER_,七彩地龙,七彩地龙,105,10000,1,2099,1574,1,510,621,114,53,98,65,49,72,57,73,10,12,1,9,43,0x308D,175,1024,624,336,0,0,0,0,0,0,0,7123,4074,1035,5335,1037,3880,1036,3589,2114,10,0,0,0,0,0,0,0,0,4279,1
1386,SLEEPER,沙妖,沙妖,81,5160,1,1034,1160,1,274,322,101,29,74,41,57,27,54,27,10,12,1,0,42,0x3885,195,1350,1200,432,0,0,0,0,0,0,0,7124,4947,1056,5335,997,2500,756,300,1226,5,1622,5,7043,1200,0,0,0,0,4228,1
1387,GIG,沙漠毒蝎,沙漠毒蝎,100,8721,1,1769,1327,1,476,599,104,53,92,66,60,48,60,50,10,12,0,2,43,0x3885,170,1264,864,576,0,0,0,0,0,0,0,7125,4365,904,5500,716,150,525,2500,994,850,0,0,0,0,0,0,0,0,4165,1
1388,ARCHANGELING,圣天使波利,圣天使波利,84,25100,1,3253,2910,1,539,639,92,81,32,48,62,99,99,105,10,12,1,8,66,0x37B5,180,1072,672,480,0,0,0,0,0,0,0,2255,5,610,1800,608,150,7291,1500,2254,5,2317,3,7294,1500,0,0,0,0,4241,1
1389,DRACULA,德古拉男爵,德古拉男爵,75,350000,1,312480,245520,3,1322,3134,152,146,86,99,88,92,145,82,10,12,2,6,87,0x37B5,145,1290,1140,576,156240,607,5500,732,5000,522,5000,607,4700,1473,5,1722,5,2507,15,2621,4,1557,4,0,0,0,0,0,0,4134,1
1390,VIOLY,薇欧莉,薇欧莉,118,20557,1,2862,2147,10,548,668,74,36,90,86,38,76,90,63,10,12,1,7,40,0x2085,170,1356,1056,540,0,0,0,0,0,0,0,1060,6305,12127,50,740,1200,1919,50,526,1400,12020,1000,1902,500,0,0,0,0,4209,1
1391,GALAPAGO,啤酒企鹅,啤酒企鹅,45,1221,1,342,386,1,68,103,70,16,30,28,29,18,30,16,10,12,0,2,22,0x108B,165,1430,1080,1080,0,0,0,0,0,0,0,7053,5335,6263,500,508,3500,606,100,6264,500,5111,1,582,1000,0,0,0,0,4152,1
1392,ROTAR_ZAIRO,直升机哥布灵,直升机哥布灵,48,1088,1,399,449,10,75,115,57,34,29,70,45,26,61,5,10,12,2,0,44,0x2085,155,2416,2016,432,0,0,0,0,0,0,0,7126,500,2312,1,7053,1000,999,450,984,1,912,2500,910,5500,0,0,0,0,4192,1
1393,G_MUMMY,木乃伊,木乃伊,55,2155,1,0,0,1,171,192,95,3,54,4,14,1,62,0,10,12,1,1,49,0x3885,300,1772,72,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,G_ZOMBIE,腐尸,腐尸,17,234,1,0,0,1,43,55,20,3,15,8,17,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,CRYSTAL_1,风元素,风元素,1,15,1,0,0,0,0,0,160,99,1,1,1,1,999,1,0,0,0,0,20,0x161,190,0,0,0,0,0,0,0,0,0,0,539,3800,530,4500,561,5000,665,4900,0,0,532,6500,558,5000,0,0,0,0,607,100
1396,CRYSTAL_2,土元素,土元素,1,15,1,0,0,0,0,0,160,99,1,1,1,1,999,1,0,0,0,0,20,0x161,190,0,0,0,0,0,0,0,0,0,0,539,3800,530,4500,561,5000,667,4900,0,0,531,6500,558,5000,0,0,0,0,608,150
1397,CRYSTAL_3,火元素,火元素,1,15,1,0,0,0,0,0,160,99,1,1,1,1,999,1,0,0,0,0,20,0x161,190,0,0,0,0,0,0,0,0,0,0,539,3800,530,4500,561,5000,664,4900,0,0,534,6500,558,5000,0,0,0,0,604,150
1398,CRYSTAL_4,水元素,水元素,1,15,1,0,0,0,0,0,160,99,1,1,1,1,999,1,0,0,0,0,20,0x161,190,0,0,0,0,0,0,0,0,0,0,539,3800,530,4500,561,5000,666,4900,0,0,533,6500,558,5000,0,0,0,0,603,100

// Event MVP
1399,EVENT_BAPHO,巴风特,巴风特,68,1264000,0,78525,25106,3,1847,2267,35,45,1,152,96,85,120,95,10,12,2,6,67,0x37B5,130,768,768,576,130875,607,5500,526,5000,732,5000,1417,550,1306,680,1145,480,2110,640,2327,1500,2111,500,2621,1720,0,0,0,0,2256,1550

// Amatsu (6.0)
1400,KARAKASA,伞妖,伞妖,72,3092,1,765,860,1,156,198,93,29,66,73,33,20,53,60,10,12,1,0,60,0x81,155,1638,2016,576,0,0,0,0,0,0,0,7151,5000,7150,4268,1019,3200,7111,2200,912,4074,746,30,13012,5,0,0,0,0,4286,1
1401,SHINOBI,火忍西怒毕,火忍西怒毕,95,8000,1,1691,1902,2,441,492,49,45,71,70,55,30,69,30,10,12,1,7,67,0x3695,150,1003,1152,336,0,0,0,0,0,0,0,7156,5335,2337,2,6214,700,2654,100,2336,1,7157,2000,13013,5,0,0,0,0,4230,1
1402,POISON_TOAD,牛蛙,牛蛙,87,4876,1,1341,1509,3,212,266,80,42,66,42,40,45,58,30,10,12,1,2,45,0x81,160,1148,1728,864,0,0,0,0,0,0,0,7155,5500,7154,2400,2610,4,511,540,724,2,526,2,1246,10,0,0,0,0,4175,1
1403,ANTIQUE_FIRELOCK,武士火枪兵,武士火枪兵,88,7524,1,1352,1512,10,324,369,72,30,67,44,30,30,83,30,10,12,1,1,49,0x2085,170,1084,2304,576,0,0,0,0,0,0,0,998,5500,2285,1,7126,1400,508,40,549,350,525,250,13152,5,0,0,0,0,4160,1
1404,MIYABI_NINGYO,米雅毕,米雅毕 Doll,85,5188,1,1116,1256,1,216,282,57,19,66,30,30,55,73,40,10,12,1,6,27,0x191,250,1938,2112,768,0,0,0,0,0,0,0,7152,5335,7153,2500,509,1550,1000,1250,12127,10,13014,5,1904,2,0,0,0,0,4208,1
1405,TENGU,天狗,天狗,98,10196,1,1701,1275,2,211,294,134,46,99,38,40,30,67,60,10,12,2,6,42,0x3985,200,1439,1920,672,0,0,0,0,0,0,0,7159,3500,7158,5500,13301,5,522,150,13302,5,12128,20,687,100,0,0,0,0,4282,1
1406,KAPHA,钓鱼河童,钓鱼河童,83,5470,1,1035,1164,1,278,310,61,38,67,59,40,31,61,24,10,12,1,5,21,0x3885,165,2012,1728,672,0,0,0,0,0,0,0,7149,6500,7053,3500,13304,20,521,2300,708,2,1915,10,13008,5,0,0,0,0,4287,1
//1407,DOKEBI_,Dokebi,Dokebi,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Gonryun (6.1)
1408,BLOOD_BUTTERFLY,血蝴蝶,血蝴蝶,94,7030,1,1555,1749,3,278,345,79,50,70,68,40,55,90,30,10,12,1,4,44,0x318D,145,472,576,288,0,0,0,0,0,0,0,7163,4608,7168,2500,602,1200,924,5500,1802,3,1962,1,0,0,0,0,0,0,4327,1
1409,RICE_CAKE_BOY,元宵童子,元宵童子,60,2098,1,531,597,1,128,150,96,12,50,43,29,5,43,10,10,12,0,7,20,0x91,160,1247,768,420,0,0,0,0,0,0,0,7150,3200,7151,2500,2262,1,7192,5000,553,1000,7187,3000,0,0,0,0,0,0,4154,1
1410,LIVE_PEACH_TREE,猴桃木,猴桃木,92,8777,1,1499,1724,7,270,342,109,40,76,52,55,40,77,50,10,12,1,3,42,0x2085,410,400,672,480,0,0,0,0,0,0,0,7164,4365,7939,100,526,1000,604,400,532,100,603,5,0,0,0,0,0,0,4217,1
//1411,PEACH_TREE_BULLET,Peach Tree Bullet,Peach Tree Bullet... (mode  129),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,EVIL_CLOUD_HERMIT,恶云仙人,恶云仙人,96,8266,1,1503,1127,10,470,500,66,46,63,57,45,60,99,45,10,12,2,0,40,0x2085,190,480,840,432,0,0,0,0,0,0,0,7162,4656,548,5600,550,4500,553,6800,1908,2,757,150,693,100,0,0,0,0,4262,1
1413,WILD_GINSENG,人参精,人参精,90,6052,1,1409,1586,1,523,594,56,62,76,51,60,60,76,50,10,12,0,3,43,0x91,140,512,756,360,0,0,0,0,0,0,0,520,3500,521,3500,1033,3800,1032,4800,6217,800,1951,1,578,1000,0,0,0,0,4232,1
//1414,GINSENG_BULLET,Ginseng Bullet,Ginseng Bullet... (mode 129),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,BABY_LEOPARD,小花豹,小花豹,68,2590,1,500,1016,2,277,329,77,5,46,36,20,4,55,10,10,12,0,2,28,0x3885,150,318,528,420,0,0,0,0,0,0,0,7171,5200,7172,3200,756,150,517,2000,1214,100,537,500,0,0,0,0,0,0,4233,1
1416,WICKED_NYMPH,妖仙女,妖仙女,97,8491,1,1775,1331,2,340,468,46,45,84,46,45,70,77,60,10,12,1,6,67,0x3795,200,637,1008,360,0,0,0,0,0,0,0,7165,3977,7166,1380,984,10,1904,4,1906,1,12002,100,1918,10,0,0,0,0,4258,1
1417,ZIPPER_BEAR,拉链熊,拉链熊,90,6620,1,1305,1467,1,410,467,130,40,68,51,50,35,58,20,10,12,1,2,27,0x91,155,780,1008,420,0,0,0,0,0,0,0,7161,4462,7167,3500,526,400,518,900,512,90,0,0,0,0,0,0,0,0,4281,1
1418,DARK_SNAKE_LORD,墨蛇君,墨蛇君,105,1101000,1,720000,630000,3,2217,4203,314,185,122,172,107,135,196,88,10,12,2,2,68,0x37B5,200,588,816,420,78120,607,5500,608,3500,985,5500,7169,5820,10020,5100,1471,80,5012,80,1474,500,7226,900,661,2000,0,0,0,0,4330,1

// Additional G_Mobs
1419,G_FARMILIAR,吸血蝙蝠,吸血蝙蝠,24,427,1,0,0,1,68,77,26,5,15,19,20,5,20,1,10,12,0,2,27,0x3881,150,1276,576,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,G_ARCHER_SKELETON,邪骸弓箭手,邪骸弓箭手,50,1646,1,0,0,9,90,113,47,10,30,29,20,10,32,5,10,12,1,1,29,0x3885,300,2864,864,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,G_ISIS,蛇女伊丝,蛇女伊丝,59,2092,1,0,0,1,192,229,83,5,58,43,22,5,39,15,10,12,2,6,27,0x3985,200,1384,768,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,G_HUNTER_FLY,赤苍蝇,赤苍蝇,63,2050,1,0,0,1,120,140,46,20,32,72,22,25,79,15,10,12,0,4,44,0x3985,150,676,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,G_GHOUL,绿腐尸,绿腐尸,61,2614,1,0,0,1,216,245,78,5,56,12,19,11,27,10,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,G_SIDE_WINDER,黑蛇,黑蛇,70,2736,1,0,0,1,301,331,101,12,52,32,35,20,66,15,10,12,1,2,25,0x3885,200,1576,576,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,G_OBEAUNE,人鱼,人鱼,53,2158,1,0,0,1,102,147,48,26,54,47,21,40,36,25,10,12,1,5,41,0x3885,200,1872,672,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,G_MARC,马克,马克,56,2522,1,0,0,1,138,163,55,24,50,24,22,15,48,20,10,12,1,5,41,0x3885,150,1272,72,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,G_NIGHTMARE,梦魇,梦魇,69,2872,1,0,0,1,283,345,116,15,57,32,20,15,70,15,10,12,2,6,68,0x3985,150,1816,816,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,G_POISON_SPORE,毒魔菇,毒魔菇,26,456,1,0,0,1,68,83,40,8,19,17,22,5,20,5,10,12,1,3,25,0x3885,200,1672,672,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,G_ARGIOPE,艾吉欧蜈蚣,艾吉欧蜈蚣,75,3105,1,0,0,1,292,342,88,32,60,23,40,30,20,30,10,12,2,4,25,0x3985,300,1792,792,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,G_ARGOS,艾斯蜘蛛,艾斯蜘蛛,47,1005,1,0,0,1,96,129,58,8,38,17,25,5,26,15,10,12,2,4,25,0x3985,300,1468,468,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,G_BAPHOMET_,小巴风特,小巴风特 Jr.,57,2035,0,0,0,1,186,219,70,25,52,60,36,17,52,25,10,12,0,6,27,0x3985,100,868,480,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,G_DESERT_WOLF,沙漠之狼,沙漠之狼,103,9447,1,0,0,1,520,579,114,47,93,69,63,61,82,42,10,12,1,2,23,0x3885,200,1120,420,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,G_DEVIRUCHI,小恶魔,小恶魔,64,2300,1,0,0,1,210,283,62,30,61,17,30,35,52,5,10,12,0,6,27,0x3985,150,980,600,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,G_DRAINLIAR,红蝙蝠,红蝙蝠,47,1162,1,0,0,1,100,142,50,15,35,34,24,22,50,20,10,12,0,2,47,0x3885,250,1276,576,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,G_EVIL_DRUID,闇神官,闇神官,80,5149,1,0,0,1,344,412,88,45,62,32,24,45,71,5,10,12,2,1,89,0x3885,300,2276,576,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,G_JAKK,南瓜先生,南瓜先生,63,2054,1,0,0,1,218,255,90,25,58,43,42,25,55,15,10,12,1,0,43,0x3885,200,1180,480,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,G_JOKER,裘卡,裘卡,90,6022,1,0,0,1,288,348,64,76,84,99,30,50,77,35,10,12,2,7,84,0x3885,100,1364,864,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,G_KHALITZBURG,卡利斯格,卡利斯格,118,23986,1,0,0,1,737,833,125,10,121,48,40,31,89,32,10,12,2,1,29,0x3885,350,528,1000,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,G_HIGH_ORC,兽人战士长,兽人战士长,81,4193,1,0,0,1,389,439,101,45,75,16,40,31,69,20,10,12,2,7,43,0x3885,150,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,G_STEM_WORM,灰森灵,灰森灵,84,4530,1,0,0,2,266,307,73,50,55,37,25,47,70,30,10,12,1,3,24,0x3885,200,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,G_PENOMENA,梅纳海葵,梅纳海葵,85,4589,1,0,0,7,292,333,85,32,76,38,35,35,89,10,10,12,1,5,25,0x3885,400,832,500,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,G_SASQUATCH,雪熊,雪熊,72,3163,1,0,0,1,266,296,101,28,70,35,60,10,59,20,10,12,2,2,60,0x3885,300,1260,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,G_CRUISER,玩具士兵,玩具士兵,41,919,1,0,0,7,55,75,20,18,17,10,23,15,34,10,10,12,1,0,60,0x3885,400,1296,1296,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,G_CHEPET,魔灵娃娃,魔灵娃娃,42,4950,0,0,0,1,79,112,55,25,32,35,35,21,32,23,10,12,1,7,23,0x3885,400,672,672,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,G_RAGGLER,奈吉鸟,奈吉鸟,48,1148,1,0,0,1,72,111,56,10,30,42,38,15,54,27,10,12,0,2,24,0x3885,200,1000,900,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,G_INJUSTICE,邪恶使者,邪恶使者,95,7952,1,0,0,1,344,460,76,0,77,59,58,65,73,50,10,12,1,1,47,0x3885,400,770,720,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,G_GRYPHON,狮鹫兽,狮鹫兽,105,60720,1,0,0,1,717,820,113,72,101,133,66,70,137,54,10,12,2,2,84,0x39A5,100,704,504,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,G_DARK_FRAME,镜妖,镜妖,76,3520,1,0,0,1,318,348,67,27,69,37,36,10,53,5,10,12,1,6,67,0x3985,200,920,720,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,G_MUTANT_DRAGON,半龙人,半龙人,65,50706,1,0,0,4,1120,1654,130,20,75,35,30,68,98,35,10,12,2,9,43,0x39A5,250,1280,1080,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,G_WIND_GHOST,风魔巫师,风魔巫师,80,4008,1,0,0,2,165,260,64,51,62,27,25,55,85,20,10,12,1,6,64,0x3985,150,1056,1056,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,G_MERMAN,人鱼士兵,人鱼士兵,60,2940,1,0,0,2,125,157,62,8,45,29,30,19,50,10,10,12,1,7,41,0x3885,220,916,816,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,G_ORC_LADY,兽人女战士,兽人女战士,45,1520,1,0,0,1,77,110,83,17,36,11,28,10,57,5,10,12,1,7,42,0x3885,200,1050,900,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,G_RAYDRIC_ARCHER,幽灵弓箭手,幽灵弓箭手,82,4437,1,0,0,9,377,395,63,40,53,24,40,15,112,30,10,12,1,6,47,0x3985,200,1152,1152,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,G_TRI_JOINT,三叶虫,三叶虫,66,2530,0,0,0,1,178,206,22,5,1,33,24,10,55,20,10,12,0,4,22,0x3985,200,860,660,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,G_KOBOLD_ARCHER,犬妖弓箭手,犬妖弓箭手,108,11053,1,0,0,9,586,619,84,5,99,39,48,30,90,25,10,12,0,7,23,0x3885,200,1008,1008,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,G_CHIMERA,凯美拉,凯美拉,70,26406,1,0,0,1,980,1128,159,10,1,38,110,88,83,85,10,12,2,2,63,0x39A5,200,772,672,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,G_MANTIS,螳螂,螳螂,65,2719,1,0,0,1,178,209,90,0,55,33,24,5,42,15,10,12,1,4,22,0x3985,200,1528,660,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,G_MARDUK,马尔杜克,马尔杜克,73,2893,1,0,0,1,180,292,66,43,66,49,21,40,66,25,10,12,2,7,23,0x3885,300,1540,840,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
